,Unnamed: 0,2018年01週,2018年02週,2018年03週,2018年04週,2018年05週,2018年06週,2018年07週,2018年08週,2018年09週,2018年10週,2018年11週,2018年12週,2018年13週,2018年14週,2018年15週,2018年16週,2018年17週,2018年18週,2018年19週,2018年20週,2018年21週,2018年22週,2018年23週,2018年24週,2018年25週,2018年26週,2018年27週,2018年28週,2018年29週,2018年30週,2018年31週,2018年32週,2018年33週,2018年34週,2018年35週,2018年36週,2018年37週,2018年38週,2018年39週,2018年40週,2018年41週,2018年42週,2018年43週,2018年44週,2018年45週,2018年46週,2018年47週,2018年48週,2018年49週,2018年50週,2018年51週,2018年52週
19,練馬区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,足立,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,葛飾区,7,7,16,10,6,6,10,7,2,6,13,3,7,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
22,江戸川,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,八王子市,2,6,7,3,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
24,町田市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,西多摩,0,8,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,南多摩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,多摩立川,2,1,6,3,4,3,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28,多摩府中,25,16,19,15,29,20,7,6,5,10,1,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,5,19
29,多摩小平,7,9,16,17,9,8,15,2,11,2,4,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
30,島しょ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,都道府県合計,92,104,140,110,123,122,98,69,49,36,27,8,11,6,7,7,5,3,2,2,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,15,3,5,20,37
